ID,Gender,Age,Experience,Income,ZIP Code,Family,CCAvg,Education,Mortgage,Personal Loan,Securities Account,CD Account,Online,CreditCard
2415,M,34,10,134,91775,1,4,1,0,0,0,0,0,0
2416,M,45,21,11,94143,4,0.2,1,106,0,0,0,1,1
2417,M,60,35,32,93611,1,0.3,3,80,0,0,0,1,0
2418,F,25,0,53,90095,2,1.6,3,0,0,0,0,1,1
2419,F,41,17,28,95616,1,0.7,1,0,0,0,0,0,1
2420,F ,63,37,44,94550,2,1,3,0,0,0,0,1,0
2421,M,63,39,40,91304,1,0.8,1,118,0,0,0,0,1
2422,M,43,19,40,94949,3,0.6,2,0,0,0,0,1,0
2423,M,58,32,163,95014,2,0.5,1,400,0,0,0,0,0
2424,F,50,25,82,91335,1,1.3,3,0,0,0,0,1,0
2425,F,38,12,89,94583,4,1.4,2,0,0,0,0,0,0
2426,F ,54,30,78,92507,4,1.6,2,0,0,0,0,1,1
2427,M,61,36,55,94132,3,0.9,3,197,0,0,0,0,0
2428,M,29,5,34,92675,4,0.4,2,0,0,0,0,1,0
2429,M,39,12,108,92717,4,3.67,2,301,1,0,0,0,1
2430,F,33,7,58,95616,4,2.2,2,0,0,0,0,1,1
2431,F,23,-1,73,92120,4,2.6,1,0,0,0,0,1,0
2432,F ,56,31,54,91380,4,2.1,1,0,0,0,0,1,0
2433,M,54,30,45,92182,4,0.9,2,0,0,0,0,0,1
2434,M,37,11,123,94720,1,2.3,2,0,1,1,1,1,0
2435,M,38,12,93,95616,1,5.2,1,267,0,0,0,1,0
2436,F,34,9,102,92115,4,2.2,2,0,0,0,0,1,0
2437,F,53,29,39,92626,3,1.5,1,0,0,0,0,1,0
2438,F ,65,40,114,94608,4,3.4,2,0,0,0,0,0,1
2439,M,62,37,29,91030,1,0.3,3,0,0,0,0,0,1
2440,M,51,25,30,91116,3,0.6,2,144,0,0,0,0,1
2441,M,31,5,22,91401,1,0.6,3,0,0,0,0,0,0
2442,F,64,38,38,94305,2,0.3,1,186,0,0,0,1,1
2443,F,39,15,41,90028,2,1.7,1,0,0,0,0,0,0
2444,F ,28,3,161,92646,4,1.7,3,422,1,0,1,1,1
2445,M,60,35,38,94701,3,0.5,2,0,0,0,0,1,1
2446,M,47,23,25,93106,1,0.9,3,0,0,0,0,1,0
2447,M,25,1,70,93010,4,2.6,1,218,0,0,0,1,0
2448,F,44,19,201,95819,2,8.8,1,0,0,0,0,1,1
2449,F,51,26,42,92103,2,0.6,3,0,0,0,0,1,1
2450,F ,31,7,64,94720,1,1.2,1,0,0,0,0,1,0
2451,M,32,7,28,90034,4,1.1,3,0,0,0,0,0,0
2452,M,51,25,119,93940,1,4.9,1,208,0,0,0,1,1
2453,M,25,1,28,94596,1,1,3,0,0,0,0,1,0
2454,F,43,19,60,94104,3,2.1,3,0,0,0,0,1,0
2455,F,54,29,23,93955,1,1.5,2,0,0,0,0,0,0
2456,F ,34,8,164,94720,4,7.4,3,0,1,0,0,1,0
2457,M,54,30,39,95211,2,0.8,1,0,0,0,0,0,1
2458,M,42,17,19,92115,2,0,3,85,0,0,0,1,1
2459,M,46,20,72,93108,2,0.8,3,0,0,0,0,1,1
2460,F,62,37,41,95060,3,0.9,3,0,0,0,0,1,1
2461,F,31,5,32,92123,2,0.3,2,130,0,0,0,1,0
2462,F ,30,5,69,94302,1,0.8,2,0,0,0,0,1,0
2463,M,52,28,23,95828,3,0.4,1,0,0,0,0,1,0
2464,M,35,9,44,92009,4,0.2,1,0,0,0,0,1,0
2465,M,60,36,32,92407,3,0.4,2,165,0,0,0,1,0
2466,F,58,34,25,90059,2,0.3,1,123,0,0,0,1,0
2467,F,24,-2,80,94105,2,1.6,3,0,0,0,0,1,0
2468,F ,40,16,83,92350,1,0.8,2,230,0,1,0,1,0
2469,M,49,23,133,94304,1,7.3,1,0,0,0,0,1,1
2470,M,43,18,89,92780,1,0.1,2,307,0,0,0,0,1
2471,M,33,7,81,92122,2,4.5,3,187,0,0,1,1,1
2472,F,36,11,44,91040,2,1.1,2,85,0,0,0,1,0
2473,F,62,36,119,94720,2,2,1,0,0,0,0,0,0
2474,F ,57,32,39,92182,4,0.9,1,147,0,0,0,0,0
2475,M,64,38,40,92122,2,1,3,0,0,0,0,0,0
2476,M,52,26,79,95817,3,0.8,1,183,0,0,0,0,0
2477,M,54,28,30,95616,4,0.7,2,0,0,0,0,1,0
2478,F,40,14,179,90025,1,2.6,3,0,1,0,0,1,0
2479,F,30,5,178,94063,2,6.7,1,0,0,0,0,0,0
2480,F ,55,30,82,94720,4,3.8,2,0,0,0,0,1,0
2481,M,39,13,50,91768,2,2.4,2,0,0,0,0,0,0
2482,M,55,30,64,94306,2,1.9,2,0,0,0,0,0,0
2483,M,28,4,129,92115,1,1.5,1,0,0,0,0,0,1
2484,F,44,18,68,93943,4,2.9,1,0,0,1,0,0,0
2485,F,46,21,30,92697,1,1.4,3,112,0,1,0,0,0
2486,F ,61,36,48,94025,3,1.5,1,0,0,0,0,0,1
2487,M,61,36,130,92717,1,1.3,1,257,0,0,0,0,0
2488,M,45,20,40,92886,1,0.5,3,0,0,1,0,1,0
2489,M,38,14,105,94708,2,1.9,1,0,0,0,0,1,0
2490,F,29,3,41,92626,4,0.2,1,0,0,0,0,1,0
2491,F,52,28,168,90404,3,6.5,3,118,1,0,0,1,0
2492,F ,38,14,80,92868,2,2.7,1,0,0,0,0,1,0
2493,M,28,3,134,96091,2,3.1,1,0,0,0,0,1,0
2494,M,34,9,49,94025,1,2.5,3,0,0,0,0,0,0
2495,M,35,9,63,92697,2,1.8,1,0,0,0,0,1,0
2496,F,46,22,70,94701,4,1.9,1,212,0,0,0,0,1
2497,F,63,37,32,93117,3,0.7,2,141,0,0,0,0,0
2498,F ,33,9,14,95133,3,0.9,3,114,0,0,0,0,0
2499,M,38,14,111,92028,2,6.1,1,326,0,0,0,0,0
2500,M,53,27,38,94105,4,2.8,2,144,0,1,0,1,0
2501,M,28,2,121,92096,2,2,1,341,0,0,0,1,0
2502,F,44,18,90,95616,4,2.6,3,0,0,0,0,1,0
2503,F,58,31,178,92009,2,6,2,0,1,0,0,1,0
2504,F ,38,14,20,94024,4,0.4,2,79,0,0,0,1,1
2505,M,48,24,61,91380,2,1.7,1,229,0,0,0,0,1
2506,M,33,7,43,96064,4,0.8,1,0,0,0,0,0,0
2507,M,66,42,39,94590,1,1.9,2,0,0,0,0,1,1
2508,F,59,34,60,90048,4,2.1,1,234,0,0,0,1,1
2509,F,40,15,63,93407,3,3,1,0,0,1,0,1,0
2510,F ,36,11,8,93401,4,0.2,3,81,0,0,0,0,1
2511,M,62,38,52,95616,4,1.3,2,0,0,0,0,1,1
2512,M,51,27,92,92121,4,3,1,0,1,0,1,1,1
2513,M,58,32,111,90212,2,1.4,1,298,0,0,0,1,0
2514,F,52,26,71,92037,1,1.4,3,0,0,0,0,0,0
2515,F,41,16,25,92182,2,0.1,2,91,0,1,0,0,0
2516,F ,31,5,34,94558,1,1.9,3,156,0,0,0,1,0
2517,M,28,3,74,94720,3,2.6,3,0,0,0,0,0,0
2518,M,57,31,120,95616,2,2,1,0,0,0,0,0,1
2519,M,61,37,50,95125,4,1.3,2,0,0,0,0,0,1
2520,F,60,36,10,92121,2,1,1,0,0,0,0,1,1
2521,F,56,29,45,90095,4,2.5,2,113,0,0,0,1,0
2522,F ,49,23,29,94551,4,1.8,1,0,0,0,0,1,1
2523,M,63,37,145,94025,2,6.9,1,0,0,0,0,1,0
2524,M,49,23,100,95403,2,6.3,1,0,0,0,0,0,0
2525,M,49,25,24,95678,3,0.4,1,0,0,0,0,1,0
2526,F,32,8,60,95816,1,1.2,1,0,0,0,0,1,1
2527,F,26,1,50,95616,4,0.6,2,0,0,0,0,0,0
2528,F ,27,1,43,95120,3,1.1,2,0,0,0,0,0,0
2529,M,57,31,79,91335,3,4.4,1,0,0,0,0,0,1
2530,M,29,5,44,95819,3,0.1,2,0,0,0,0,1,1
2531,M,56,30,31,90024,4,1.5,3,0,0,0,0,1,0
2532,F,59,35,14,94305,2,1,1,107,0,0,0,1,0
2533,F,53,28,19,94608,4,0.8,1,106,0,0,0,0,1
2534,F ,54,29,111,93023,1,1.1,2,0,1,0,0,1,0
2535,M,56,30,90,94402,1,1.9,2,0,0,0,0,1,0
2536,M,50,25,21,90274,2,0.7,3,129,0,0,0,0,0
2537,M,51,25,104,94949,1,4.2,2,0,1,0,0,1,0
2538,F,53,27,75,94303,1,1.9,2,0,0,0,0,1,0
2539,F,37,12,175,92037,2,7.8,1,297,0,0,0,1,1
2540,F ,32,7,98,95929,1,4.2,1,171,1,1,1,0,0
2541,M,49,23,41,95521,4,0.1,1,153,0,0,0,1,0
2542,M,34,8,171,90212,2,2.2,2,569,1,0,0,1,0
2543,M,54,30,79,92630,4,1.6,2,0,0,0,0,1,0
2544,F,64,39,24,94117,4,0.6,2,0,0,0,0,0,0
2545,F,58,34,90,95039,1,3.6,2,0,1,0,0,0,0
2546,F ,25,-1,39,94720,3,2.4,2,0,0,0,0,1,0
2547,M,50,25,9,91911,2,0,1,0,0,1,0,0,0
2548,M,38,13,15,90245,2,0.1,2,90,0,0,0,1,0
2549,M,48,24,80,91343,1,2.7,1,0,0,0,0,1,0
2550,F,41,15,63,95060,1,0.7,3,79,0,0,0,0,1
2551,F,32,8,20,93106,1,0.5,3,102,0,0,0,1,0
2552,F ,46,22,43,92120,2,2.1,3,0,0,1,1,1,1
2553,M,39,15,65,95822,1,1.5,3,0,0,0,0,0,0
2554,M,39,15,91,93907,2,1.7,2,151,0,0,0,0,0
2555,M,63,39,53,93940,1,0.8,1,0,0,0,0,0,0
2556,F,58,32,110,94143,3,1.7,2,0,0,0,0,0,0
2557,F,28,4,82,92831,3,1.5,1,103,0,0,0,1,0
2558,F ,36,11,23,94553,4,0.2,3,0,0,0,0,1,0
2559,M,43,19,172,95136,2,6.67,1,0,0,0,0,1,0
2560,M,36,12,88,90212,2,2.7,1,0,0,0,0,1,0
2561,M,44,18,71,93943,2,0.8,3,0,0,0,0,1,0
2562,F,31,5,180,94720,1,2.9,3,144,1,1,0,0,0
2563,F,45,21,39,92521,2,2.1,3,184,0,0,0,0,1
2564,F ,39,13,94,90401,1,1.5,3,0,0,0,0,0,1
2565,M,43,16,25,94126,3,1,2,0,0,0,0,1,0
2566,M,40,15,10,94708,2,0,3,102,0,0,0,1,0
2567,M,30,5,42,94305,1,1,1,184,0,0,0,0,0
2568,F,58,33,142,92333,2,3.9,1,0,0,0,0,0,1
2569,F,46,21,34,92373,2,1.3,1,0,0,0,0,1,0
2570,F ,35,10,139,90024,1,4.6,1,0,0,0,0,0,0
2571,M,30,4,154,95621,2,4.5,1,207,0,0,0,1,0
2572,M,34,8,40,91768,2,2,3,89,0,0,0,0,0
2573,M,62,32,33,93907,1,1.5,3,140,0,0,0,1,1
2574,F,58,34,80,90095,2,1.6,1,0,0,0,0,1,1
2575,F,45,18,10,92037,3,0.67,2,100,0,0,0,1,0
2576,F ,42,16,41,90401,3,0.5,3,0,0,0,0,1,0
2577,M,60,36,30,93711,4,1.3,1,118,0,0,0,1,1
2578,M,55,29,78,95521,1,0.8,3,190,0,0,0,1,0
2579,M,45,21,164,90638,1,5,1,0,0,0,0,0,1
2580,F,52,27,23,92780,1,0.4,3,0,0,0,0,0,0
2581,F,31,7,149,92624,1,6,1,0,0,0,0,0,0
2582,F ,60,34,25,94132,4,0.7,3,0,0,0,0,1,0
2583,M,33,9,42,95010,1,2.1,3,0,0,0,0,1,0
2584,M,37,11,71,91302,1,2.5,1,185,0,0,0,1,1
2585,M,59,34,114,94606,3,4.2,2,0,1,0,0,1,0
2586,F,51,26,70,91320,1,2.8,2,0,0,0,0,1,1
2587,F,47,23,149,92675,4,6.1,1,0,1,0,0,0,1
2588,F ,60,33,55,94998,4,2.5,2,0,0,0,0,1,0
2589,M,61,36,29,93065,1,1.3,1,0,0,0,0,0,0
2590,M,64,40,123,90840,1,3.8,1,0,0,0,0,1,1
2591,M,46,20,152,95814,1,7.4,3,374,1,0,1,1,1
2592,F,31,7,8,95131,4,0.7,2,0,0,0,0,0,0
2593,F,57,32,69,94710,4,0.7,1,245,0,0,0,0,0
2594,F ,48,23,161,96003,4,7.9,3,310,1,0,0,0,0
2595,M,48,23,79,94024,1,0.2,2,0,0,0,0,0,0
2596,M,35,10,105,92780,1,4.6,1,0,0,0,0,0,0
2597,M,33,8,39,95032,3,2.3,1,0,0,0,0,0,0
2598,F,47,23,163,92653,1,5,1,0,0,0,0,0,0
2599,F,46,20,9,94005,1,0.2,1,0,0,0,0,1,0
2600,F ,44,20,71,91006,4,2,3,0,0,0,0,0,1
2601,M,42,18,51,92868,3,2.1,3,0,0,0,0,0,0
2602,M,50,24,32,90277,1,1.4,3,167,0,0,0,0,0
2603,M,52,26,161,93108,4,4.3,1,0,1,0,1,1,1
2604,F,53,27,60,90049,1,0.2,1,0,0,0,0,1,0
2605,F,37,10,35,92521,4,1,2,0,0,0,0,0,0
2606,F ,64,40,41,94305,4,1.2,2,0,0,0,0,1,0
2607,M,46,22,73,92648,2,1.7,1,216,0,0,0,1,0
2608,M,57,33,49,94305,4,1.5,1,214,0,1,1,1,1
2609,M,61,35,79,94024,2,2,1,194,0,0,0,1,1
2610,F,42,18,120,93407,2,7.5,1,0,0,1,0,0,0
2611,F,40,16,60,94501,2,3.2,1,0,0,0,0,0,0
2612,F ,33,8,78,95051,3,0.6,2,0,0,0,0,1,0
2613,M,50,26,40,95138,4,1.1,2,131,0,0,0,0,0
2614,M,52,26,110,94501,2,5.4,3,204,1,1,1,1,0
2615,M,35,11,160,92093,4,5.7,3,0,1,1,0,0,0
2616,F,57,32,68,94542,4,0.7,1,191,0,0,0,1,1
2617,F,56,31,49,92182,2,1.6,3,103,0,0,0,1,0
2618,F ,44,20,65,92037,2,2.5,1,0,0,0,0,1,0
2619,M,23,-3,55,92704,3,2.4,2,145,0,0,0,1,0
2620,M,33,8,62,92093,3,2.3,1,98,0,0,0,0,1
2621,M,48,22,152,95616,1,0,1,0,0,0,0,0,0
2622,F,45,18,42,95126,3,2.5,2,0,0,0,0,0,0
2623,F,54,28,39,90245,4,0.7,2,0,0,0,0,1,0
2624,F ,42,17,111,94304,3,3,1,0,1,1,1,0,1
2625,M,47,21,82,94109,3,2.1,1,0,0,0,0,0,0
2626,M,61,36,108,93943,4,3.4,2,0,0,0,0,1,0
2627,M,53,27,59,92038,2,0.8,3,0,0,0,0,1,0
2628,F,56,30,61,93106,3,2.5,1,193,0,0,0,1,0
2629,F,33,6,78,95819,4,2,2,0,0,1,0,1,0
2630,F ,44,18,18,93943,2,0.1,3,0,0,0,0,1,0
2631,M,63,37,113,94611,4,1.7,3,0,0,0,0,1,1
2632,M,47,20,62,92521,1,2.67,2,0,0,0,0,1,0
2633,M,50,24,81,94720,1,4.9,1,248,0,0,0,1,0
2634,F,49,25,13,95054,3,0.4,1,106,0,0,0,1,0
2635,F,34,9,75,94303,1,2.8,1,194,0,0,0,0,0
2636,F ,40,14,33,95616,2,0.8,3,89,0,0,0,1,0
2637,M,38,13,179,93943,1,4.1,1,0,0,0,0,1,0
2638,M,51,26,69,94005,3,2,2,0,0,0,0,1,0
2639,M,28,4,45,94025,1,1,3,0,0,0,0,1,0
2640,F,52,26,59,95762,3,3,2,0,0,0,0,1,0
2641,F,39,13,81,94309,2,2.8,1,0,0,0,0,1,0
2642,F ,29,5,133,90095,1,5.4,1,212,0,0,0,1,0
2643,M,54,29,81,92096,2,0,3,0,0,0,0,1,0
2644,M,63,38,14,92630,4,0.4,2,86,0,0,0,1,1
2645,M,40,14,28,94061,2,0.8,3,0,0,0,0,0,0
2646,F,36,12,93,95125,2,2.2,1,0,0,0,0,1,0
2647,F,45,20,191,92007,3,2.6,3,123,1,0,0,0,0
2648,F ,61,37,155,91605,1,2.9,1,0,0,0,0,1,0
2649,M,26,0,155,93105,2,7.2,1,0,0,0,0,0,0
2650,M,33,8,68,92407,4,1.3,1,0,0,0,0,1,0
2651,M,64,40,52,95060,2,1.1,1,226,0,0,0,0,0
2652,F,43,17,51,94025,1,0.7,3,0,0,0,0,0,0
2653,F,24,0,44,90089,4,1.6,1,180,0,0,0,1,0
2654,F ,30,5,121,94555,2,3.1,1,408,0,0,0,1,0
2655,M,60,36,49,94965,4,2.2,1,204,0,1,0,1,0
2656,M,50,26,42,91784,2,1,3,78,0,1,0,1,0
2657,M,40,15,144,91040,1,4.1,1,0,0,0,0,0,0
2658,F,31,6,72,94583,1,2.6,2,0,0,0,0,1,0
2659,F,30,4,44,94304,1,1.5,1,109,0,0,0,0,0
2660,F ,60,35,43,91763,3,0.9,3,175,0,0,0,0,0
2661,M,39,14,74,93063,1,0.1,2,144,0,1,0,1,0
2662,M,66,41,145,90009,1,2.5,1,0,0,0,0,1,0
2663,M,65,41,158,92346,2,2.1,1,0,0,0,0,0,0
2664,F,54,28,78,91311,4,4.9,1,0,0,0,0,0,0
2665,F,54,29,154,95014,1,2.4,2,352,1,0,0,1,0
2666,F ,35,9,105,90064,2,4.5,3,0,0,0,0,0,0
2667,M,32,7,100,92126,3,0.6,2,0,0,0,0,1,0
2668,M,63,39,58,94112,1,0,2,0,0,0,0,1,0
2669,M,60,35,113,94507,1,0.9,1,406,0,0,0,1,0
2670,F,43,18,10,91902,2,0.1,2,0,0,1,0,0,1
2671,F,59,33,142,94080,2,2.7,1,0,0,0,0,0,0
2672,F ,62,37,128,92093,1,2.5,1,0,0,0,0,0,0
2673,M,30,5,131,92068,3,0.5,3,0,1,0,0,0,0
2674,M,54,30,88,92647,4,1,2,122,0,0,0,1,0
2675,M,30,6,101,90245,2,0.6,1,0,0,0,0,1,0
2676,F,31,1,70,92115,2,1.75,3,0,0,0,1,1,1
2677,F,44,20,122,91765,1,0.3,1,0,0,1,0,1,0
2678,F ,32,8,70,91423,3,1.5,1,0,0,0,0,1,0
2679,M,63,38,148,93023,2,4.3,3,0,1,0,0,1,0
2680,M,57,32,43,92704,2,2.1,3,166,0,0,0,1,0
2681,M,60,30,31,95060,1,1.5,3,0,0,0,0,1,0
2682,F,37,11,35,94609,2,0.8,3,0,0,0,0,0,0
2683,F,53,27,81,90032,4,2.6,3,0,0,0,0,1,0
2684,F ,51,25,19,95812,1,1.4,3,98,0,0,0,0,0
2685,M,30,5,98,92028,4,1.8,3,129,0,1,1,1,1
2686,M,28,2,101,90280,4,2.1,3,0,0,0,0,1,0
2687,M,50,24,81,95053,2,0.4,3,0,0,0,0,0,0
2688,F,52,27,135,93561,1,0.6,1,452,0,0,0,1,0
2689,F,56,30,34,94542,2,0.7,2,0,0,0,0,1,0
2690,F ,40,16,104,91730,1,3.4,1,249,0,0,0,0,0
2691,M,64,38,29,90245,3,0.7,2,0,0,0,0,1,0
2692,M,61,36,119,95064,2,5.4,2,0,1,0,0,1,0
2693,M,46,20,82,90230,2,1.7,2,0,0,0,0,1,1
2694,F,55,29,62,90089,1,0.2,1,0,0,0,0,1,0
2695,F,45,19,85,94720,3,2.1,1,0,0,0,0,1,1
2696,F ,40,15,8,94960,2,0.1,2,0,0,0,0,0,0
2697,M,63,37,78,91711,4,1.7,3,0,0,0,0,1,0
2698,M,57,32,44,93407,3,0.5,2,0,0,0,0,1,0
2699,M,38,14,122,95819,2,8,1,0,0,0,0,1,1
2700,F,37,11,22,90035,3,0.1,2,114,0,0,0,0,0
2701,F,31,5,39,94590,4,2.2,2,0,0,0,0,1,1
2702,F ,50,26,55,94305,1,1.6,2,0,0,0,0,1,0
2703,M,42,18,144,94063,2,6.1,1,158,0,0,0,0,0
2704,M,51,27,71,92521,1,2.6,2,0,0,0,0,0,1
2705,M,38,13,191,91710,2,3,1,0,0,0,0,1,0
2706,F,53,26,22,92831,1,0.5,2,100,0,0,0,1,0
2707,F,43,17,158,90740,1,2.4,1,0,0,0,0,1,0
2708,F ,35,9,131,90089,3,0.3,3,0,1,0,1,1,1
2709,M,49,24,75,95670,1,2.8,2,160,0,0,0,0,1
2710,M,28,4,69,94305,3,0.7,2,170,0,0,0,0,0
2711,M,51,27,39,94304,2,0.8,1,0,0,0,0,0,0
2712,F,39,14,34,94939,4,1.7,1,0,0,0,0,1,1
2713,F,31,7,32,91320,1,1.7,1,0,0,0,0,1,0
2714,F ,44,18,129,92028,1,5.7,1,0,0,0,0,1,0
2715,M,46,20,158,92870,3,5.4,1,432,1,0,0,0,1
2716,M,42,18,54,90089,1,1.8,1,0,0,0,0,1,0
2717,M,41,17,34,92182,1,2,2,0,0,0,0,0,0
2718,F,23,-2,45,95422,4,0.6,2,0,0,0,0,1,1
2719,F,59,33,68,95064,2,2.3,3,0,0,1,0,0,0
2720,F ,47,21,53,95929,1,1.5,2,0,0,0,0,1,0
2721,M,48,23,32,93302,1,0.1,1,0,0,0,0,0,1
2722,M,58,33,173,92121,2,7.2,3,0,1,0,0,1,0
2723,M,58,34,31,92126,4,0.4,1,0,0,0,0,0,0
2724,F,54,29,72,94558,2,3.7,1,144,0,0,0,1,0
2725,F,49,24,30,90212,4,0.4,2,157,0,0,1,1,1
2726,F ,63,38,138,92675,1,2.5,1,0,0,0,0,1,0
2727,M,62,37,18,92028,1,1.5,2,127,0,0,0,0,0
2728,M,45,19,69,90840,1,2.8,1,220,0,0,0,1,1
2729,M,39,13,58,94555,3,2.1,1,247,0,0,0,1,0
2730,F,58,34,63,90007,4,1.5,1,0,0,0,0,1,0
2731,F,56,30,43,90401,2,0.3,1,0,0,1,0,0,0
2732,F ,29,5,28,96651,1,0.2,3,0,0,0,0,1,0
2733,M,33,9,38,93106,1,2.1,3,133,0,0,0,0,0
2734,M,55,29,72,93107,3,0.3,2,147,0,0,0,0,0
2735,M,56,31,64,94126,4,0.9,1,0,0,0,0,1,0
2736,F,36,12,70,92131,3,2.6,2,165,0,0,0,1,0
2737,F,53,29,12,95621,1,0.3,1,0,0,0,0,0,0
2738,F ,57,31,159,94577,2,0.5,1,0,0,0,0,0,0
2739,M,35,9,103,95120,2,4.5,3,0,0,0,0,1,0
2740,M,43,18,42,91330,1,0.3,3,0,0,0,0,1,0
2741,M,54,29,48,92182,2,2.1,3,142,0,0,0,1,0
2742,F,29,3,49,90266,1,1.5,1,0,0,0,0,0,0
2743,F,39,14,89,95762,2,0.4,1,0,0,0,0,1,0
2744,F ,32,8,22,94583,4,0.7,2,0,0,0,0,1,1
2745,M,51,27,10,92121,2,0.2,1,86,0,0,0,0,0
2746,M,50,25,38,95616,1,1.3,2,120,0,0,0,0,1
2747,M,54,29,49,92703,2,2.1,3,95,0,0,0,1,1
2748,F,38,12,30,91765,2,1.4,3,0,0,0,0,0,1
2749,F,32,7,82,94305,1,2.6,2,240,0,0,1,1,1
2750,F ,62,37,82,94086,1,0.8,3,312,0,0,0,1,0
2751,M,57,33,24,94501,1,0.1,2,0,0,0,0,0,0
2752,M,47,23,32,92251,4,0.6,1,156,0,0,0,1,1
2753,M,51,25,34,95819,3,0.9,3,111,0,0,0,1,0
2754,F,54,27,195,93117,2,4.75,2,477,1,0,0,0,0
2755,F,26,1,61,93943,4,2.2,1,119,0,0,0,0,0
2756,F ,37,11,22,93711,3,0.1,2,0,0,0,0,1,1
2757,M,27,0,40,91301,4,1,3,0,0,0,0,1,0
2758,M,63,38,50,93943,2,2.8,1,205,0,0,0,0,0
2759,M,62,36,35,94501,2,0.7,3,0,0,1,0,0,1
2760,F,59,33,64,95617,3,0.3,2,0,0,0,0,0,0
2761,F,32,7,49,94080,3,2.3,1,0,0,0,0,1,0
2762,F ,35,8,44,95045,4,1,2,192,0,0,0,0,1
2763,M,56,31,65,93403,2,3.7,1,0,0,0,0,1,0
2764,M,55,31,13,93943,4,0.7,1,0,0,0,0,1,0
2765,M,31,5,84,91320,1,2.9,3,105,0,0,0,0,1
2766,F,54,29,28,92093,4,0.2,2,101,0,0,0,1,0
2767,F,58,32,108,95123,3,4.4,1,0,0,0,0,1,0
2768,F ,48,24,59,90401,1,0,1,144,0,0,0,1,0
2769,M,48,22,163,95819,1,2.4,1,396,0,0,0,1,0
2770,M,33,9,183,91320,2,8.8,3,582,1,0,0,1,0
2771,M,36,6,69,90024,4,4,3,0,0,0,0,1,0
2772,F,41,16,115,92333,1,7,1,0,0,0,0,0,0
2773,F,55,31,130,92646,4,6.5,1,0,1,0,0,0,1
2774,F ,63,37,185,94309,2,7.9,2,358,1,0,0,1,0
2775,M,53,29,118,94066,2,0.3,1,0,0,0,0,1,0
2776,M,38,13,163,95039,1,4.1,1,0,0,0,0,0,0
2777,M,46,20,140,93106,2,6.3,1,380,0,0,0,1,1
2778,F,59,33,91,94122,2,0.7,2,0,0,0,0,1,1
2779,F,56,31,61,92646,4,1.3,3,0,0,0,0,1,1
2780,F ,59,35,168,95521,4,4.1,2,0,1,0,0,1,0
2781,M,39,13,69,90630,3,0.9,2,0,0,0,0,0,0
2782,M,47,21,22,92037,1,0.2,1,104,0,0,0,0,0
2783,M,47,22,53,92691,1,0.3,1,213,0,0,0,0,0
2784,F,53,26,25,92123,2,1,2,0,0,0,1,1,1
2785,F,36,9,115,91765,4,2.2,2,0,1,0,0,0,0
2786,F ,34,9,31,92521,4,1.1,3,85,0,1,1,1,1
2787,M,36,10,83,94705,1,2.8,3,0,0,0,0,0,1
2788,M,60,34,152,92807,2,6.9,1,0,0,0,0,0,0
2789,M,45,20,30,96003,1,0.1,1,0,0,0,0,1,0
2790,F,27,3,34,90065,1,0.2,3,0,0,0,0,1,1
2791,F,47,22,44,95821,1,1.4,3,0,0,0,0,1,1
2792,F ,44,20,182,94710,2,7.6,1,0,0,0,0,0,0
2793,M,54,30,44,95616,3,1.5,1,117,0,0,0,1,0
2794,M,57,33,122,94301,2,6,1,153,0,1,1,1,1
2795,M,52,26,35,94550,4,1.8,1,0,0,0,0,1,0
2796,F,51,25,91,92407,1,0.8,3,0,0,0,0,0,0
2797,F,57,32,30,94024,2,2,2,0,0,0,0,0,0
2798,F ,65,39,53,94608,1,2.5,3,0,0,0,0,1,0
2799,M,58,33,28,94720,1,0.3,3,0,0,0,0,1,0
2800,M,64,39,85,94720,4,3.4,2,200,0,0,0,1,0
2801,M,52,26,28,93907,2,0.7,2,90,0,0,0,1,1
2802,F,58,34,41,91016,4,0.4,1,177,0,0,0,1,0
2803,F,52,22,154,90650,1,5,3,0,1,1,1,1,0
2804,F ,43,18,41,92831,1,0.3,3,0,0,0,0,1,0
2805,M,56,32,33,95014,3,1.5,1,0,0,0,0,0,0
2806,M,37,12,182,94523,3,5.8,3,0,1,0,0,1,0
2807,M,53,27,59,90740,2,0.8,3,0,0,0,0,1,0
2808,F,27,2,129,90009,2,3.3,1,0,0,1,0,0,0
2809,F,53,27,35,94583,3,0.9,3,136,0,0,0,1,0
2810,F ,42,16,185,94705,3,2.2,2,0,1,1,1,1,1
2811,M,58,34,45,93943,4,1.3,2,201,0,0,0,0,0
2812,M,36,12,62,94065,4,0.1,2,145,0,0,0,0,0
2813,M,53,28,183,96008,3,8.2,3,467,1,0,1,1,1
2814,F,48,22,14,94303,2,0.1,3,0,0,0,0,1,0
2815,F,54,28,53,94002,1,2.2,3,0,0,0,0,1,1
2816,F ,26,1,48,94019,3,2.6,3,169,0,0,0,0,0
2817,M,50,26,128,92780,2,0.4,1,0,0,0,0,1,0
2818,M,31,7,105,94025,1,4,1,331,0,0,0,1,0
2819,M,35,9,40,93943,3,0.9,1,0,0,0,0,1,1
2820,F,63,37,10,90095,2,0.4,1,0,0,0,0,1,0
2821,F,29,4,102,90245,2,3.3,1,303,0,0,0,0,0
2822,F ,57,32,31,94143,3,0.1,2,0,0,0,0,1,0
2823,M,30,5,30,90245,4,0.8,1,158,0,0,0,1,0
2824,M,33,7,21,90095,1,0.6,3,0,0,1,0,0,0
